final_name	chr	start	stop	strand	prioritized	rank	sources_present	component_sources	component_names
Insilico_pop5158	chr19	43020598	43020617	+	N		insilico_pop	insilico_pop	Insilico_pop5158
Insilico_pop5967	chr19	43077172	43077190	+	N		insilico_pop	insilico_pop	Insilico_pop5967
Insilico_pop1904	chr19	43130373	43130393	-	N		insilico_pop	insilico_pop	Insilico_pop1904
Insilico_pop9299	chr19	43133300	43133316	-	N		insilico_pop	insilico_pop	Insilico_pop9299
Insilico_ref6508	chr19	43315744	43315764	+	N		insilico_ref	insilico_ref	Insilico_ref6508
Insilico_pop3560	chr19	43571636	43571651	+	N		insilico_pop	insilico_pop	Insilico_pop3560
Insilico_pop1905	chr19	43761426	43761446	+	N		insilico_pop	insilico_pop	Insilico_pop1905
Insilico_pop7139	chr19	43938362	43938381	-	N		insilico_pop	insilico_pop	Insilico_pop7139
Insilico_pop6099_insilico_ref6823	chr19	44457302	44457321	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop6099;Insilico_ref6823
Insilico_pop5598	chr19	45044514	45044533	-	N		insilico_pop	insilico_pop	Insilico_pop5598
Insilico_ref2491	chr19	45185300	45185319	+	N		insilico_ref	insilico_ref	Insilico_ref2491
Insilico_pop9716	chr19	45456336	45456351	+	N		insilico_pop	insilico_pop	Insilico_pop9716
Insilico_ref2626	chr19	45579153	45579172	-	N		insilico_ref	insilico_ref	Insilico_ref2626
Insilico_pop1702	chr19	45867989	45868006	+	N		insilico_pop	insilico_pop	Insilico_pop1702
Insilico_ref7920	chr19	45945796	45945813	-	N		insilico_ref	insilico_ref	Insilico_ref7920
Insilico_ref137	chr19	45949092	45949111	+	N		insilico_ref	insilico_ref	Insilico_ref137
Insilico_pop5968	chr19	46230646	46230665	-	N		insilico_pop	insilico_pop	Insilico_pop5968
Insilico_pop6325	chr19	46346596	46346613	+	N		insilico_pop	insilico_pop	Insilico_pop6325
Insilico_ref8910	chr19	46563110	46563126	+	N		insilico_ref	insilico_ref	Insilico_ref8910
Insilico_pop3329	chr19	46754806	46754825	-	N		insilico_pop	insilico_pop	Insilico_pop3329
Insilico_pop7533	chr19	47302981	47302998	+	N		insilico_pop	insilico_pop	Insilico_pop7533
Insilico_ref6509	chr19	47324452	47324471	+	N		insilico_ref	insilico_ref	Insilico_ref6509
Insilico_pop4851	chr19	47432218	47432234	+	N		insilico_pop	insilico_pop	Insilico_pop4851
Insilico_ref6192	chr19	47442652	47442672	-	N		insilico_ref	insilico_ref	Insilico_ref6192
Insilico_ref5186	chr19	47607082	47607099	-	N		insilico_ref	insilico_ref	Insilico_ref5186
Insilico_pop7986__Insilico_pop7987	chr19	47847219	47847240	+	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop7986;Insilico_pop7987
Insilico_pop5969	chr19	47871688	47871705	-	N		insilico_pop	insilico_pop	Insilico_pop5969
Insilico_pop1020	chr19	48157243	48157261	-	N		insilico_pop	insilico_pop	Insilico_pop1020
Insilico_pop347	chr19	48481273	48481293	+	N		insilico_pop	insilico_pop	Insilico_pop347
Insilico_ref8555	chr19	48500611	48500628	+	N		insilico_ref	insilico_ref	Insilico_ref8555
Insilico_pop5374	chr19	48737885	48737903	-	N		insilico_pop	insilico_pop	Insilico_pop5374
Insilico_ref8556	chr19	49057018	49057037	+	N		insilico_ref	insilico_ref	Insilico_ref8556
Insilico_pop4224	chr19	49136124	49136144	+	N		insilico_pop	insilico_pop	Insilico_pop4224
Insilico_pop6326__Insilico_pop8423	chr19	49156586	49156717	-	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop6326;Insilico_pop8423
Insilico_pop8424__Insilico_pop8425	chr19	49156968	49157095	-	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop8424;Insilico_pop8425
Insilico_pop3998	chr19	49167468	49167483	-	N		insilico_pop	insilico_pop	Insilico_pop3998
Insilico_ref8511	chr19	49319795	49319812	+	N		insilico_ref	insilico_ref	Insilico_ref8511
Insilico_pop1504_insilico_ref3857	chr19	49360903	49360919	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop1504;Insilico_ref3857
chr19:49361229-49361339__Insilico_pop5602	chr19	49361229	49361339	+	N		insilico_pop	insilico_pop;insilico_pop;insilico_pop;insilico_pop	Insilico_pop5599;Insilico_pop5600;Insilico_pop5601;Insilico_pop5602
Insilico_pop5603	chr19	49542914	49542919	+	N		insilico_pop	insilico_pop	Insilico_pop5603
Insilico_pop5604	chr19	49582663	49582680	+	N		insilico_pop	insilico_pop	Insilico_pop5604
Insilico_pop3768	chr19	49708577	49708594	+	N		insilico_pop	insilico_pop	Insilico_pop3768
Insilico_ref9059	chr19	49734225	49734240	-	N		insilico_ref	insilico_ref	Insilico_ref9059
Insilico_ref102	chr19	49757865	49757883	-	N		insilico_ref	insilico_ref	Insilico_ref102
Insilico_pop2799__Insilico_pop3138	chr19	49862900	49862919	-	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop2799;Insilico_pop3138
Insilico_ref8709	chr19	50042008	50042023	-	N		insilico_ref	insilico_ref	Insilico_ref8709
Insilico_ref8798	chr19	50042407	50042425	+	N		insilico_ref	insilico_ref	Insilico_ref8798
Insilico_pop7140	chr19	50124472	50124489	-	N		insilico_pop	insilico_pop	Insilico_pop7140
Insilico_ref8557	chr19	50157186	50157205	+	N		insilico_ref	insilico_ref	Insilico_ref8557
Insilico_pop3769	chr19	50322265	50322283	-	N		insilico_pop	insilico_pop	Insilico_pop3769
Insilico_ref2766	chr19	50325010	50325027	+	N		insilico_ref	insilico_ref	Insilico_ref2766
Insilico_pop9717	chr19	50475701	50475720	+	N		insilico_pop	insilico_pop	Insilico_pop9717
Insilico_ref579	chr19	50905938	50905956	-	N		insilico_ref	insilico_ref	Insilico_ref579
Insilico_pop1435	chr19	50912012	50912031	+	N		insilico_pop	insilico_pop	Insilico_pop1435
Insilico_pop9300	chr19	50926972	50926991	+	N		insilico_pop	insilico_pop	Insilico_pop9300
Insilico_pop1703__Insilico_pop5159	chr19	51322398	51322435	+	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop1703;Insilico_pop5159
Insilico_pop5258	chr19	51707151	51707168	+	N		insilico_pop	insilico_pop	Insilico_pop5258
Insilico_ref9261	chr19	51725340	51725354	-	N		insilico_ref	insilico_ref	Insilico_ref9261
Insilico_pop7534	chr19	51787719	51787736	+	N		insilico_pop	insilico_pop	Insilico_pop7534
Insilico_ref6118	chr19	51981360	51981379	-	N		insilico_ref	insilico_ref	Insilico_ref6118
Insilico_pop5735	chr19	52120398	52120416	+	N		insilico_pop	insilico_pop	Insilico_pop5735
Insilico_pop1167	chr19	52212218	52212236	+	N		insilico_pop	insilico_pop	Insilico_pop1167
Insilico_pop5068	chr19	52284214	52284230	-	N		insilico_pop	insilico_pop	Insilico_pop5068
Insilico_pop3561	chr19	52536818	52536833	+	N		insilico_pop	insilico_pop	Insilico_pop3561
Insilico_pop5375__Insilico_pop5376	chr19	52734174	52734191	-	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop5375;Insilico_pop5376
Insilico_pop3562	chr19	53114556	53114571	+	N		insilico_pop	insilico_pop	Insilico_pop3562
Insilico_pop5160	chr19	53173989	53174006	+	N		insilico_pop	insilico_pop	Insilico_pop5160
Insilico_pop1505__Insilico_ref3691	chr19	53185897	53185916	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop1505;Insilico_ref3691
Insilico_pop6721	chr19	53433031	53433057	+	N		insilico_pop	insilico_pop	Insilico_pop6721
Insilico_pop6327	chr19	53434774	53434791	-	N		insilico_pop	insilico_pop	Insilico_pop6327
Insilico_pop5377	chr19	53449127	53449146	+	N		insilico_pop	insilico_pop	Insilico_pop5377
Insilico_ref3373	chr19	53493901	53493920	-	N		insilico_ref	insilico_ref	Insilico_ref3373
Insilico_pop9718	chr19	53768049	53768068	-	N		insilico_pop	insilico_pop	Insilico_pop9718
Insilico_ref8558	chr19	53976979	53976996	-	N		insilico_ref	insilico_ref	Insilico_ref8558
Insilico_ref294	chr19	54156321	54156338	-	N		insilico_ref	insilico_ref	Insilico_ref294
Insilico_pop6722	chr19	54209435	54209453	+	N		insilico_pop	insilico_pop	Insilico_pop6722
Insilico_pop6100	chr19	54266969	54266990	-	N		insilico_pop	insilico_pop	Insilico_pop6100
Insilico_pop7141	chr19	54406004	54406022	-	N		insilico_pop	insilico_pop	Insilico_pop7141
Insilico_ref9060	chr19	54481005	54481019	-	N		insilico_ref	insilico_ref	Insilico_ref9060
Insilico_pop5259	chr19	54783385	54783403	-	N		insilico_pop	insilico_pop	Insilico_pop5259
Insilico_pop5736__Insilico_pop5737	chr19	54834686	54834724	+	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop5736;Insilico_pop5737
Insilico_pop2125	chr19	54900268	54900292	+	N		insilico_pop	insilico_pop	Insilico_pop2125
Insilico_ref8097	chr19	54925218	54925235	+	N		insilico_ref	insilico_ref	Insilico_ref8097
Insilico_pop5605	chr19	55105809	55105826	-	N		insilico_pop	insilico_pop	Insilico_pop5605
Insilico_pop3770	chr19	55156804	55156822	-	N		insilico_pop	insilico_pop	Insilico_pop3770
Insilico_pop8426	chr19	55450757	55450773	+	N		insilico_pop	insilico_pop	Insilico_pop8426
Insilico_pop8427	chr19	55450913	55450928	+	N		insilico_pop	insilico_pop	Insilico_pop8427
Insilico_pop6723	chr19	55539763	55539781	+	N		insilico_pop	insilico_pop	Insilico_pop6723
Insilico_pop4826	chr19	55603038	55603054	+	N		insilico_pop	insilico_pop	Insilico_pop4826
Insilico_ref3377	chr19	55761949	55761967	-	N		insilico_ref	insilico_ref	Insilico_ref3377
Insilico_pop2611	chr19	55766345	55766362	-	N		insilico_pop	insilico_pop	Insilico_pop2611
Insilico_ref3378	chr19	55771953	55771971	-	N		insilico_ref	insilico_ref	Insilico_ref3378
Insilico_ref7421	chr19	55777712	55777730	-	N		insilico_ref	insilico_ref	Insilico_ref7421
Insilico_pop5970	chr19	55849869	55849888	+	N		insilico_pop	insilico_pop	Insilico_pop5970
Insilico_pop5858	chr19	55862747	55862768	+	N		insilico_pop	insilico_pop	Insilico_pop5858
Insilico_pop5971	chr19	55878479	55878491	+	N		insilico_pop	insilico_pop	Insilico_pop5971
Insilico_pop5859__Insilico_pop5860	chr19	56104886	56104907	+	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop5859;Insilico_pop5860
Insilico_ref3692	chr19	56273336	56273353	+	N		insilico_ref	insilico_ref	Insilico_ref3692
Insilico_pop5738	chr19	56278603	56278620	+	N		insilico_pop	insilico_pop	Insilico_pop5738
Insilico_pop5487	chr19	56297729	56297746	+	N		insilico_pop	insilico_pop	Insilico_pop5487
Insilico_ref8387	chr19	56510889	56510908	+	N		insilico_ref	insilico_ref	Insilico_ref8387
Insilico_ref3693	chr19	56777863	56777883	-	N		insilico_ref	insilico_ref	Insilico_ref3693
Insilico_ref6963	chr19	57054902	57054922	-	N		insilico_ref	insilico_ref	Insilico_ref6963
Tier3_412	chr19	57078815	57078834	+	Y	118	UNCOVERseq	UNCOVERseq	Tier3_412
Insilico_pop4887	chr19	57258623	57258634	-	N		insilico_pop	insilico_pop	Insilico_pop4887
Insilico_pop4873__Insilico_pop4874	chr19	57401723	57401739	-	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop4873;Insilico_pop4874
Insilico_ref4867	chr19	57464202	57464221	-	N		insilico_ref	insilico_ref	Insilico_ref4867
Insilico_pop5488	chr19	57879312	57879330	-	N		insilico_pop	insilico_pop	Insilico_pop5488
Insilico_pop5069	chr19	58091555	58091572	+	N		insilico_pop	insilico_pop	Insilico_pop5069
Insilico_pop9719	chr19	58176530	58176547	-	N		insilico_pop	insilico_pop	Insilico_pop9719
Insilico_ref8098	chr19	58549384	58549403	+	N		insilico_ref	insilico_ref	Insilico_ref8098
Insilico_pop1064	chr2	222271	222288	+	N		insilico_pop	insilico_pop	Insilico_pop1064
Insilico_ref296	chr2	236345	236365	-	N		insilico_ref	insilico_ref	Insilico_ref296
Insilico_ref4190	chr2	374990	375006	+	N		insilico_ref	insilico_ref	Insilico_ref4190
Insilico_pop5268	chr2	673066	673083	-	N		insilico_pop	insilico_pop	Insilico_pop5268
Insilico_ref6134	chr2	739680	739699	+	N		insilico_ref	insilico_ref	Insilico_ref6134
Insilico_pop2939__Insilico_pop2940	chr2	863650	863665	+	N		insilico_pop	insilico_pop;insilico_pop	Insilico_pop2939;Insilico_pop2940
Insilico_pop2340	chr2	939404	939419	-	N		insilico_pop	insilico_pop	Insilico_pop2340
Insilico_pop2941	chr2	965560	965572	-	N		insilico_pop	insilico_pop	Insilico_pop2941
Insilico_ref6052	chr2	1156042	1156060	+	N		insilico_ref	insilico_ref	Insilico_ref6052
Insilico_pop1128	chr2	1316559	1316560	+	N		insilico_pop	insilico_pop	Insilico_pop1128
Insilico_pop6729	chr2	1404665	1404681	-	N		insilico_pop	insilico_pop	Insilico_pop6729
Insilico_pop9750	chr2	1611623	1611641	+	N		insilico_pop	insilico_pop	Insilico_pop9750
Insilico_pop2029	chr2	1616146	1616164	+	N		insilico_pop	insilico_pop	Insilico_pop2029
Insilico_ref8287	chr2	1661735	1661753	+	N		insilico_ref	insilico_ref	Insilico_ref8287
Insilico_ref2770	chr2	1699112	1699130	+	N		insilico_ref	insilico_ref	Insilico_ref2770
Insilico_pop3571	chr2	1893603	1893622	+	N		insilico_pop	insilico_pop	Insilico_pop3571
Insilico_ref5804	chr2	2119404	2119421	+	N		insilico_ref	insilico_ref	Insilico_ref5804
Insilico_pop870_insilico_ref5503	chr2	2179008	2179026	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop870;Insilico_ref5503
Insilico_ref9539	chr2	2346124	2346145	-	N		insilico_ref	insilico_ref	Insilico_ref9539
Insilico_ref9820	chr2	2386625	2386641	-	N		insilico_ref	insilico_ref	Insilico_ref9820
Insilico_pop2130_insilico_ref4187	chr2	2433926	2433942	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop2130;Insilico_ref4187
Insilico_ref5293	chr2	2453228	2453245	-	N		insilico_ref	insilico_ref	Insilico_ref5293
Insilico_pop6104	chr2	2527827	2527844	-	N		insilico_pop	insilico_pop	Insilico_pop6104
Insilico_ref4880	chr2	2627673	2627691	+	N		insilico_ref	insilico_ref	Insilico_ref4880
Insilico_ref3697	chr2	2939454	2939472	+	N		insilico_ref	insilico_ref	Insilico_ref3697
Insilico_ref7929	chr2	3345668	3345686	+	N		insilico_ref	insilico_ref	Insilico_ref7929
Insilico_pop1481_insilico_ref6229	chr2	3710325	3710347	-	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop1481;Insilico_ref6229
Insilico_pop5864	chr2	3730863	3730879	-	N		insilico_pop	insilico_pop	Insilico_pop5864
Insilico_ref3802	chr2	3801696	3801715	-	N		insilico_ref	insilico_ref	Insilico_ref3802
Insilico_pop5612	chr2	3820333	3820348	+	N		insilico_pop	insilico_pop	Insilico_pop5612
Insilico_pop1572	chr2	3834396	3834416	-	N		insilico_pop	insilico_pop	Insilico_pop1572
Insilico_pop6748	chr2	4243786	4243803	+	N		insilico_pop	insilico_pop	Insilico_pop6748
Insilico_pop738	chr2	4528551	4528569	+	N		insilico_pop	insilico_pop	Insilico_pop738
Insilico_ref6520	chr2	4817256	4817275	-	N		insilico_ref	insilico_ref	Insilico_ref6520
Insilico_ref9824	chr2	4882541	4882561	-	N		insilico_ref	insilico_ref	Insilico_ref9824
Insilico_ref4634	chr2	4899863	4899884	-	N		insilico_ref	insilico_ref	Insilico_ref4634
Insilico_pop8005	chr2	4937249	4937267	-	N		insilico_pop	insilico_pop	Insilico_pop8005
Insilico_ref3999	chr2	5049645	5049664	+	N		insilico_ref	insilico_ref	Insilico_ref3999
Insilico_pop8886	chr2	5349721	5349739	+	N		insilico_pop	insilico_pop	Insilico_pop8886
Insilico_ref6143	chr2	5605146	5605165	+	N		insilico_ref	insilico_ref	Insilico_ref6143
Insilico_ref9542	chr2	5646807	5646826	+	N		insilico_ref	insilico_ref	Insilico_ref9542
Insilico_pop8006	chr2	5842154	5842172	+	N		insilico_pop	insilico_pop	Insilico_pop8006
Insilico_ref6390	chr2	6006887	6006909	-	N		insilico_ref	insilico_ref	Insilico_ref6390
Insilico_pop6754	chr2	6075322	6075341	-	N		insilico_pop	insilico_pop	Insilico_pop6754
Insilico_ref2286	chr2	6231439	6231458	-	N		insilico_ref	insilico_ref	Insilico_ref2286
Insilico_pop7163	chr2	6386520	6386536	-	N		insilico_pop	insilico_pop	Insilico_pop7163
Tier6_214	chr2	6570133	6570152	-	N		UNCOVERseq	UNCOVERseq	Tier6_214
Insilico_pop8887	chr2	6580757	6580773	-	N		insilico_pop	insilico_pop	Insilico_pop8887
Insilico_ref4400	chr2	6648466	6648485	+	N		insilico_ref	insilico_ref	Insilico_ref4400
Insilico_ref8565	chr2	7029387	7029404	+	N		insilico_ref	insilico_ref	Insilico_ref8565
Insilico_pop7563	chr2	7133186	7133203	-	N		insilico_pop	insilico_pop	Insilico_pop7563
Insilico_ref9546	chr2	7225452	7225472	-	N		insilico_ref	insilico_ref	Insilico_ref9546
Insilico_ref8455	chr2	7384023	7384043	-	N		insilico_ref	insilico_ref	Insilico_ref8455
Insilico_ref4887	chr2	7562298	7562316	+	N		insilico_ref	insilico_ref	Insilico_ref4887
Insilico_ref9275	chr2	7713017	7713036	+	N		insilico_ref	insilico_ref	Insilico_ref9275
Insilico_pop8456	chr2	8215103	8215121	-	N		insilico_pop	insilico_pop	Insilico_pop8456
Insilico_pop9335	chr2	8335683	8335698	-	N		insilico_pop	insilico_pop	Insilico_pop9335
Insilico_pop6763	chr2	8389498	8389513	+	N		insilico_pop	insilico_pop	Insilico_pop6763
Insilico_pop8457	chr2	8418710	8418729	+	N		insilico_pop	insilico_pop	Insilico_pop8457
Insilico_pop8458	chr2	8588536	8588553	-	N		insilico_pop	insilico_pop	Insilico_pop8458
Insilico_pop6351	chr2	8641631	8641647	+	N		insilico_pop	insilico_pop	Insilico_pop6351
Insilico_ref2635	chr2	8731315	8731333	-	N		insilico_ref	insilico_ref	Insilico_ref2635
Insilico_ref3700	chr2	9239224	9239242	-	N		insilico_ref	insilico_ref	Insilico_ref3700
Insilico_pop5173	chr2	9339681	9339700	-	N		insilico_pop	insilico_pop	Insilico_pop5173
Insilico_pop4672	chr2	9554789	9554805	-	N		insilico_pop	insilico_pop	Insilico_pop4672
Insilico_ref8115	chr2	9639295	9639309	+	N		insilico_ref	insilico_ref	Insilico_ref8115
Insilico_ref6716	chr2	9881928	9881947	+	N		insilico_ref	insilico_ref	Insilico_ref6716
Insilico_ref8807	chr2	9914506	9914523	-	N		insilico_ref	insilico_ref	Insilico_ref8807
Insilico_pop2425	chr2	10006985	10007000	+	N		insilico_pop	insilico_pop	Insilico_pop2425
Insilico_ref8710	chr2	10208252	10208270	+	N		insilico_ref	insilico_ref	Insilico_ref8710
Insilico_pop1790	chr2	10267551	10267566	+	N		insilico_pop	insilico_pop	Insilico_pop1790
Insilico_pop5861	chr2	10307497	10307516	+	N		insilico_pop	insilico_pop	Insilico_pop5861
Insilico_pop74_insilico_ref3859	chr2	10387204	10387223	+	N		insilico_pop;insilico_ref	insilico_pop;insilico_ref	Insilico_pop74;Insilico_ref3859
Insilico_pop5492	chr2	10423167	10423186	-	N		insilico_pop	insilico_pop	Insilico_pop5492
Insilico_ref6964	chr2	11092637	11092656	+	N		insilico_ref	insilico_ref	Insilico_ref6964
Insilico_pop5974	chr2	11239275	11239291	+	N		insilico_pop	insilico_pop	Insilico_pop5974
Insilico_pop4002	chr2	11824451	11824465	-	N		insilico_pop	insilico_pop	Insilico_pop4002
Insilico_pop6727	chr2	11928181	11928201	-	N		insilico_pop	insilico_pop	Insilico_pop6727
Insilico_pop7144	chr2	11981911	11981924	+	N		insilico_pop	insilico_pop	Insilico_pop7144
Insilico_ref9062	chr2	12108578	12108595	-	N		insilico_ref	insilico_ref	Insilico_ref9062
Insilico_pop6334	chr2	12180423	12180441	-	N		insilico_pop	insilico_pop	Insilico_pop6334
Insilico_pop7988	chr2	12235772	12235789	-	N		insilico_pop	insilico_pop	Insilico_pop7988
Insilico_ref7282	chr2	12314444	12314464	-	N		insilico_ref	insilico_ref	Insilico_ref7282
Insilico_pop6335	chr2	12473081	12473100	+	N		insilico_pop	insilico_pop	Insilico_pop6335
Insilico_ref4871	chr2	12763630	12763648	+	N		insilico_ref	insilico_ref	Insilico_ref4871
Insilico_pop2703	chr2	12819523	12819541	-	N		insilico_pop	insilico_pop	Insilico_pop2703
Insilico_ref9526	chr2	12930626	12930645	+	N		insilico_ref	insilico_ref	Insilico_ref9526
Insilico_pop8852	chr2	13051146	13051163	+	N		insilico_pop	insilico_pop	Insilico_pop8852
Insilico_ref4383	chr2	13070671	13070690	+	N		insilico_ref	insilico_ref	Insilico_ref4383
Insilico_ref3989	chr2	13290930	13290948	-	N		insilico_ref	insilico_ref	Insilico_ref3989
chr2:13316223-13316262	chr2	13316223	13316262	+	N		insilico_pop	insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop;insilico_pop	Insilico_pop9730;Insilico_pop9731;Insilico_pop9732;Insilico_pop9733;Insilico_pop9734;Insilico_pop9735;Insilico_pop9736;Insilico_pop9737;Insilico_pop9738;Insilico_pop9739;Insilico_pop9740;Insilico_pop9741;Insilico_pop9742;Insilico_pop9743;Insilico_pop9744
Insilico_pop7539	chr2	13358682	13358702	-	N		insilico_pop	insilico_pop	Insilico_pop7539
Insilico_ref3990	chr2	13470892	13470909	+	N		insilico_ref	insilico_ref	Insilico_ref3990
Insilico_pop8853	chr2	13560467	13560485	+	N		insilico_pop	insilico_pop	Insilico_pop8853
Insilico_pop68	chr2	13908330	13908348	+	N		insilico_pop	insilico_pop	Insilico_pop68
Insilico_ref4624	chr2	14465321	14465339	-	N		insilico_ref	insilico_ref	Insilico_ref4624
Insilico_pop7991	chr2	14483326	14483345	+	N		insilico_pop	insilico_pop	Insilico_pop7991
Insilico_ref5058	chr2	14492263	14492282	-	N		insilico_ref	insilico_ref	Insilico_ref5058
Insilico_ref5286	chr2	14548302	14548320	-	N		insilico_ref	insilico_ref	Insilico_ref5286
Insilico_pop6731	chr2	14557279	14557298	+	N		insilico_pop	insilico_pop	Insilico_pop6731
Insilico_pop7992	chr2	14767485	14767503	-	N		insilico_pop	insilico_pop	Insilico_pop7992
Insilico_ref8286	chr2	15028312	15028329	-	N		insilico_ref	insilico_ref	Insilico_ref8286
Insilico_pop962	chr2	15153771	15153786	-	N		insilico_pop	insilico_pop	Insilico_pop962
Insilico_ref3065	chr2	15282664	15282683	+	N		insilico_ref	insilico_ref	Insilico_ref3065
Insilico_pop3567	chr2	15325978	15325998	+	N		insilico_pop	insilico_pop	Insilico_pop3567
Insilico_pop865	chr2	15374514	15374532	-	N		insilico_pop	insilico_pop	Insilico_pop865
Insilico_ref327	chr2	15449793	15449812	-	N		insilico_ref	insilico_ref	Insilico_ref327
Insilico_pop2028	chr2	15653772	15653792	+	N		insilico_pop	insilico_pop	Insilico_pop2028
Insilico_ref6385	chr2	15821664	15821684	-	N		insilico_ref	insilico_ref	Insilico_ref6385
Insilico_ref9808	chr2	16000044	16000059	-	N		insilico_ref	insilico_ref	Insilico_ref9808
Insilico_ref4626	chr2	16203768	16203787	-	N		insilico_ref	insilico_ref	Insilico_ref4626
Insilico_ref4627	chr2	16313347	16313365	+	N		insilico_ref	insilico_ref	Insilico_ref4627
Insilico_ref4387	chr2	16378480	16378498	-	N		insilico_ref	insilico_ref	Insilico_ref4387
Insilico_ref5288	chr2	16396463	16396483	+	N		insilico_ref	insilico_ref	Insilico_ref5288
Insilico_ref584	chr2	16462589	16462607	+	N		insilico_ref	insilico_ref	Insilico_ref584
Insilico_ref7576	chr2	16912139	16912157	+	N		insilico_ref	insilico_ref	Insilico_ref7576
chr2:16983775-16983793__Insilico_pop2707	chr2	16983775	16983801	-	N		insilico_pop	insilico_pop;insilico_pop;insilico_pop;insilico_pop	Insilico_pop2704;Insilico_pop2705;Insilico_pop2706;Insilico_pop2707
Insilico_pop2234	chr2	17113478	17113497	-	N		insilico_pop	insilico_pop	Insilico_pop2234
Insilico_pop2615	chr2	17153919	17153936	+	N		insilico_pop	insilico_pop	Insilico_pop2615
Insilico_ref3992	chr2	17199370	17199389	+	N		insilico_ref	insilico_ref	Insilico_ref3992
Insilico_pop524	chr2	17260346	17260364	-	N		insilico_pop	insilico_pop	Insilico_pop524
Insilico_ref9530	chr2	17401384	17401404	-	N		insilico_ref	insilico_ref	Insilico_ref9530
Insilico_ref6965	chr2	17475956	17475974	-	N		insilico_ref	insilico_ref	Insilico_ref6965
Insilico_pop1653	chr2	17587077	17587094	-	N		insilico_pop	insilico_pop	Insilico_pop1653
Insilico_ref8802	chr2	17724572	17724590	-	N		insilico_ref	insilico_ref	Insilico_ref8802
Insilico_pop5071	chr2	17893753	17893773	-	N		insilico_pop	insilico_pop	Insilico_pop5071
Tier6_281	chr2	18166930	18166949	-	N		UNCOVERseq	UNCOVERseq	Tier6_281
Insilico_ref7133	chr2	18425976	18425995	-	N		insilico_ref	insilico_ref	Insilico_ref7133
Insilico_ref9067	chr2	18612734	18612751	-	N		insilico_ref	insilico_ref	Insilico_ref9067
Insilico_pop5609	chr2	19019196	19019214	-	N		insilico_pop	insilico_pop	Insilico_pop5609
Insilico_ref585	chr2	19277210	19277229	-	N		insilico_ref	insilico_ref	Insilico_ref585
Insilico_pop7998	chr2	19321953	19321970	-	N		insilico_pop	insilico_pop	Insilico_pop7998
Tier5_143_insilico_ref3995	chr2	19359297	19359316	+	N		UNCOVERseq;insilico_ref	UNCOVERseq;insilico_ref	Tier5_143;Insilico_ref3995
Insilico_ref9068	chr2	19412270	19412284	+	N		insilico_ref	insilico_ref	Insilico_ref9068
Insilico_pop2128	chr2	19445403	19445422	-	N		insilico_pop	insilico_pop	Insilico_pop2128
Insilico_pop9759	chr2	19748215	19748231	+	N		insilico_pop	insilico_pop	Insilico_pop9759
Insilico_pop9318	chr2	19866267	19866286	+	N		insilico_pop	insilico_pop	Insilico_pop9318
Insilico_ref4629	chr2	20147688	20147707	+	N		insilico_ref	insilico_ref	Insilico_ref4629
Insilico_ref5361	chr2	20426300	20426318	-	N		insilico_ref	insilico_ref	Insilico_ref5361
Insilico_pop9321	chr2	20449749	20449767	-	N		insilico_pop	insilico_pop	Insilico_pop9321
Insilico_pop4817	chr2	20618429	20618447	+	N		insilico_pop	insilico_pop	Insilico_pop4817
Insilico_pop7149	chr2	20934029	20934047	-	N		insilico_pop	insilico_pop	Insilico_pop7149
Insilico_pop1211	chr2	21018572	21018590	-	N		insilico_pop	insilico_pop	Insilico_pop1211
Insilico_pop7999	chr2	21050007	21050026	+	N		insilico_pop	insilico_pop	Insilico_pop7999
Insilico_ref4630	chr2	21300326	21300344	+	N		insilico_ref	insilico_ref	Insilico_ref4630
Insilico_pop8443	chr2	21313496	21313513	+	N		insilico_pop	insilico_pop	Insilico_pop8443
Insilico_ref9269	chr2	21352754	21352772	+	N		insilico_ref	insilico_ref	Insilico_ref9269
Insilico_pop710	chr2	21586706	21586724	-	N		insilico_pop	insilico_pop	Insilico_pop710
Insilico_ref9815	chr2	21641772	21641791	-	N		insilico_ref	insilico_ref	Insilico_ref9815
Insilico_ref6513	chr2	21682849	21682868	+	N		insilico_ref	insilico_ref	Insilico_ref6513
Insilico_ref4184	chr2	21694478	21694496	-	N		insilico_ref	insilico_ref	Insilico_ref4184
