chr,start,stop,strand,Name,Location,Lev. Dist.,Gene,Annot.,Pool,MAR,Tier,Tier_Final,Site Type,Origin,Avg. % On-Target UMI,orig_chr,orig_start,orig_stop,orig_strand,orig_Name
chr2,225063034,225063053,-,Tier6_538,chr2:225063034-225063053(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr2,225063034,225063053,-,Tier6_538
chr2,234122775,234122793,+,Tier6_374,chr2:234122775-234122793(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,234122775,234122793,+,Tier6_374
chr2,239656975,239656993,-,Tier6_552,chr2:239656975-239656993(-),6,LOC105373966,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr2,239656975,239656993,-,Tier6_552
chr20,1763299,1763318,-,Tier6_547,chr20:1763299-1763318(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr20,1763299,1763318,-,Tier6_547
chr20,2054912,2054931,-,Tier6_82,chr20:2054912-2054931(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.009,chr20,2054912,2054931,-,Tier6_82
chr20,2577335,2577354,+,Tier6_297,chr20:2577335-2577354(+),5,TMC2,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.005,chr20,2577335,2577354,+,Tier6_297
chr20,4683227,4683246,-,Tier6_46,chr20:4683227-4683246(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr20,4683227,4683246,-,Tier6_46
chr20,8983216,8983234,+,Tier6_279,chr20:8983216-8983234(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr20,8983216,8983234,+,Tier6_279
chr20,9781222,9781241,+,Tier3_506,chr20:9781222-9781241(+),6,PAK5,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr20,9781222,9781241,+,Tier3_506
chr20,10297828,10297847,+,Tier3_577,chr20:10297828-10297847(+),6,SNAP25,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr20,10297828,10297847,+,Tier3_577
chr20,10679805,10679824,+,Tier6_434,chr20:10679805-10679824(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,10679805,10679824,+,Tier6_434
chr20,12285617,12285634,+,Tier6_363,chr20:12285617-12285634(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,12285617,12285634,+,Tier6_363
chr20,13991606,13991625,-,Tier6_612,chr20:13991606-13991625(-),6,SEL1L2,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.002,chr20,13991606,13991625,-,Tier6_612
chr20,15139410,15139429,-,Tier3_586,chr20:15139410-15139429(-),6,MACROD2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr20,15139410,15139429,-,Tier3_586
chr20,16182082,16182101,-,Tier6_640,chr20:16182082-16182101(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr20,16182082,16182101,-,Tier6_640
chr20,23422370,23422389,-,Tier6_43,chr20:23422370-23422389(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr20,23422370,23422389,-,Tier6_43
chr20,24421125,24421144,+,Tier6_110,chr20:24421125-24421144(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr20,24421125,24421144,+,Tier6_110
chr20,28843222,28843241,-,Tier6_402,chr20:28843222-28843241(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,28843222,28843241,-,Tier6_402
chr20,29360901,29360920,-,Tier6_403,chr20:29360901-29360920(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,29360901,29360920,-,Tier6_403
chr20,30595333,30595352,+,Tier6_393,chr20:30595333-30595352(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,30595333,30595352,+,Tier6_393
chr20,38892127,38892146,-,Tier5_416,chr20:38892127-38892146(-),4,PPP1R16B,Intron,NONE,Med.,5,5,OFF,UNCOVERseq,0.004,chr20,38892127,38892146,-,Tier5_416
chr20,41541602,41541622,+,Tier6_603,chr20:41541602-41541622(+),5,CHD6,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.002,chr20,41541602,41541622,+,Tier6_603
chr20,42631651,42631668,-,Tier3_585,chr20:42631651-42631668(-),5,PTPRT,Exon,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr20,42631651,42631668,-,Tier3_585
chr20,54675157,54675176,-,Tier6_602,chr20:54675157-54675176(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr20,54675157,54675176,-,Tier6_602
chr20,55355726,55355744,-,Tier6_157,chr20:55355726-55355744(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr20,55355726,55355744,-,Tier6_157
chr20,56857065,56857084,+,Tier6_486,chr20:56857065-56857084(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr20,56857065,56857084,+,Tier6_486
chr21,6361194,6361212,-,Tier6_520,chr21:6361194-6361212(-),5,LOC102724701,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr21,6361194,6361212,-,Tier6_520
chr21,8234343,8234412,-,Tier6_103__Tier3_38,chr21:8234343-8234362(-);chr21:8234393-8234412(-),6,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.008;0.016,chr21,8234343;8234393,8234362;8234412,-,Tier6_103;Tier3_38
chr21,8234596,8234615,-,Tier6_180,chr21:8234596-8234615(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr21,8234596,8234615,-,Tier6_180
chr21,8452232,8452250,+,Tier6_458,chr21:8452232-8452250(+),6,LOC107987294,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr21,8452232,8452250,+,Tier6_458
chr21,8455875,8455894,-,Tier6_627,chr21:8455875-8455894(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr21,8455875,8455894,-,Tier6_627
chr21,8876839,8876858,+,Tier6_404,chr21:8876839-8876858(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr21,8876839,8876858,+,Tier6_404
chr21,9126591,9126610,-,Tier6_119,chr21:9126591-9126610(-),6,TEKT4P2,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr21,9126591,9126610,-,Tier6_119
chr21,9247345,9247362,+,Tier6_370,chr21:9247345-9247362(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr21,9247345,9247362,+,Tier6_370
chr21,9250329,9250348,-,Tier6_118,chr21:9250329-9250348(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr21,9250329,9250348,-,Tier6_118
chr21,10274250,10274267,-,Tier6_476,chr21:10274250-10274267(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr21,10274250,10274267,-,Tier6_476
chr21,10461900,10461919,+,Tier6_366,chr21:10461900-10461919(+),6,BAGE2,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr21,10461900,10461919,+,Tier6_366
chr21,18950872,18950891,-,Tier6_79,chr21:18950872-18950891(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.009,chr21,18950872,18950891,-,Tier6_79
chr21,27078047,27078065,-,Tier6_205,chr21:27078047-27078065(-),5,LOC112268279,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr21,27078047,27078065,-,Tier6_205
chr21,39960726,39960745,-,Tier6_291,chr21:39960726-39960745(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr21,39960726,39960745,-,Tier6_291
chr21,46472822,46472841,+,Tier3_232,chr21:46472822-46472841(+),6,DIP2A,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.006,chr21,46472822,46472841,+,Tier3_232
chr22,11215006,11215025,+,Tier6_569,chr22:11215006-11215025(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr22,11215006,11215025,+,Tier6_569
chr22,12176529,12176548,-,Tier6_531,chr22:12176529-12176548(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr22,12176529,12176548,-,Tier6_531
chr22,12178163,12178182,-,Tier6_487,chr22:12178163-12178182(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr22,12178163,12178182,-,Tier6_487
chr22,12692086,12692105,-,Tier6_334,chr22:12692086-12692105(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr22,12692086,12692105,-,Tier6_334
chr22,12692850,12692869,+,Tier6_530,chr22:12692850-12692869(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr22,12692850,12692869,+,Tier6_530
chr22,22955495,22955513,-,Tier6_551,chr22:22955495-22955513(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr22,22955495,22955513,-,Tier6_551
chr22,35923180,35923199,+,Tier3_581,chr22:35923180-35923199(+),6,RBFOX2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr22,35923180,35923199,+,Tier3_581
chr22,48136887,48136906,+,Tier6_550,chr22:48136887-48136906(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr22,48136887,48136906,+,Tier6_550
chr22,49047750,49047769,-,Tier3_236,chr22:49047750-49047769(-),6,LOC105373085,Exon,NONE,Low,3,3,OFF,UNCOVERseq,0.006,chr22,49047750,49047769,-,Tier3_236
chr22,49215807,49215824,-,Tier6_549,chr22:49215807-49215824(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr22,49215807,49215824,-,Tier6_549
chr3,243738,243757,+,Tier3_424,chr3:243738-243757(+),5,CHL1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr3,243738,243757,+,Tier3_424
chr3,2020780,2020799,+,Tier5_415,chr3:2020780-2020799(+),4,none,Intergenic,NONE,Low,5,5,OFF,UNCOVERseq,0.004,chr3,2020780,2020799,+,Tier5_415
chr3,7780282,7780301,-,Tier6_208,chr3:7780282-7780301(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr3,7780282,7780301,-,Tier6_208
chr3,8109355,8109372,-,Tier6_242,chr3:8109355-8109372(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr3,8109355,8109372,-,Tier6_242
chr3,9722834,9722853,-,Tier3_223,chr3:9722834-9722853(-),6,CPNE9,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.006,chr3,9722834,9722853,-,Tier3_223
chr3,11823135,11823154,-,Tier3_500,chr3:11823135-11823154(-),6,TAMM41,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr3,11823135,11823154,-,Tier3_500
chr3,17802755,17802773,-,Tier6_358,chr3:17802755-17802773(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,17802755,17802773,-,Tier6_358
chr3,26894473,26894492,+,Tier6_87,chr3:26894473-26894492(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.009,chr3,26894473,26894492,+,Tier6_87
chr3,30463436,30463455,+,Tier3_13,chr3:30463436-30463455(+),3,LOC101927995,Other,NONE,Low,3,3,OFF,UNCOVERseq,0.048,chr3,30463436,30463455,+,Tier3_13
chr3,36598748,36598767,+,Tier6_335,chr3:36598748-36598767(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,36598748,36598767,+,Tier6_335
chr3,37357321,37357340,-,Tier6_64,chr3:37357321-37357340(-),6,GOLGA4,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.011,chr3,37357321,37357340,-,Tier6_64
chr3,39902993,39903012,+,Tier6_466,chr3:39902993-39903012(+),6,MYRIP,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr3,39902993,39903012,+,Tier6_466
chr3,48352724,48352743,+,Tier6_323,chr3:48352724-48352743(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr3,48352724,48352743,+,Tier6_323
chr3,86312330,86312349,-,Tier6_150,chr3:86312330-86312349(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr3,86312330,86312349,-,Tier6_150
chr3,91362835,91362854,-,Tier6_154,chr3:91362835-91362854(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr3,91362835,91362854,-,Tier6_154
chr3,91540868,91540886,-,Tier6_637,chr3:91540868-91540886(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr3,91540868,91540886,-,Tier6_637
chr3,94593007,94593025,-,Tier6_62,chr3:94593007-94593025(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.011,chr3,94593007,94593025,-,Tier6_62
chr3,96617542,96617559,-,Tier6_149,chr3:96617542-96617559(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr3,96617542,96617559,-,Tier6_149
chr3,98266919,98266938,-,Tier6_44,chr3:98266919-98266938(-),6,LOC105373999,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr3,98266919,98266938,-,Tier6_44
chr3,99623585,99623604,+,Tier6_489,chr3:99623585-99623604(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,99623585,99623604,+,Tier6_489
chr3,104141784,104141803,+,Tier6_292,chr3:104141784-104141803(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr3,104141784,104141803,+,Tier6_292
chr3,104349623,104349642,+,Tier6_217,chr3:104349623-104349642(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr3,104349623,104349642,+,Tier6_217
chr3,110613661,110613679,+,Tier6_333,chr3:110613661-110613679(+),6,LOC105374037,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,110613661,110613679,+,Tier6_333
chr3,142698171,142698189,+,Tier3_631,chr3:142698171-142698189(+),4,PLS1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.001,chr3,142698171,142698189,+,Tier3_631
chr3,143768031,143768050,-,Tier3_66,chr3:143768031-143768050(-),6,SLC9A9,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.01,chr3,143768031,143768050,-,Tier3_66
chr3,146939733,146939751,-,Tier6_49,chr3:146939733-146939751(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.012,chr3,146939733,146939751,-,Tier6_49
chr3,147608920,147608939,+,Tier6_465,chr3:147608920-147608939(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr3,147608920,147608939,+,Tier6_465
chr3,160902505,160902523,-,Tier3_598,chr3:160902505-160902523(-),6,PPM1L,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr3,160902505,160902523,-,Tier3_598
chr3,173409865,173409884,+,Tier3_595,chr3:173409865-173409884(+),5,NLGN1,Exon,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr3,173409865,173409884,+,Tier3_595
chr3,173852059,173852078,+,Tier3_587,chr3:173852059-173852078(+),6,NLGN1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr3,173852059,173852078,+,Tier3_587
chr3,174307833,174307852,+,Tier3_10,chr3:174307833-174307852(+),2,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.078,chr3,174307833,174307852,+,Tier3_10
chr3,174474884,174474902,+,Tier3_259,chr3:174474884-174474902(+),6,NAALADL2,Other,NONE,High,3,3,OFF,UNCOVERseq,0.005,chr3,174474884,174474902,+,Tier3_259
chr3,181187362,181187381,-,Tier3_256,chr3:181187362-181187381(-),6,SOX2-OT,Other,NONE,High,3,3,OFF,UNCOVERseq,0.005,chr3,181187362,181187381,-,Tier3_256
chr3,181328407,181328425,+,Tier3_593,chr3:181328407-181328425(+),6,SOX2-OT,Other,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr3,181328407,181328425,+,Tier3_593
chr4,10189,10207,-,Tier3_508,chr4:10189-10207(-),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.003,chr4,10189,10207,-,Tier3_508
chr4,40041,40060,-,Tier6_106,chr4:40041-40060(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr4,40041,40060,-,Tier6_106
chr4,3939738,3939757,-,Tier6_628,chr4:3939738-3939757(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr4,3939738,3939757,-,Tier6_628
chr4,5195490,5195507,+,Tier3_224,chr4:5195490-5195507(+),6,STK32B,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.006,chr4,5195490,5195507,+,Tier3_224
chr4,8778689,8778707,-,Tier6_605,chr4:8778689-8778707(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr4,8778689,8778707,-,Tier6_605
chr4,9069224,9069243,-,Tier6_182,chr4:9069224-9069243(-),6,LOC105369250,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr4,9069224,9069243,-,Tier6_182
chr4,12351645,12351664,-,Tier6_521,chr4:12351645-12351664(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr4,12351645,12351664,-,Tier6_521
chr4,12440757,12440776,+,Tier6_642,chr4:12440757-12440776(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr4,12440757,12440776,+,Tier6_642
chr4,12628100,12628119,+,Tier6_626,chr4:12628100-12628119(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr4,12628100,12628119,+,Tier6_626
chr4,12795167,12795186,+,Tier6_99,chr4:12795167-12795186(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr4,12795167,12795186,+,Tier6_99
chr4,12816612,12816631,-,Tier6_643,chr4:12816612-12816631(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr4,12816612,12816631,-,Tier6_643
chr4,14108123,14108137,+,Tier6_243,chr4:14108123-14108137(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr4,14108123,14108137,+,Tier6_243
chr4,14864776,14864794,-,Tier3_128,chr4:14864776-14864794(-),6,LINC00504,Other,NONE,High,3,3,OFF,UNCOVERseq,0.008,chr4,14864776,14864794,-,Tier3_128
chr4,15721330,15721349,-,Tier6_83,chr4:15721330-15721349(-),5,BST1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.009,chr4,15721330,15721349,-,Tier6_83
chr4,16763118,16763136,-,Tier3_51,chr4:16763118-16763136(-),6,LDB2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.012,chr4,16763118,16763136,-,Tier3_51
chr4,16878810,16878829,-,Tier3_591,chr4:16878810-16878829(-),6,LDB2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr4,16878810,16878829,-,Tier3_591
chr4,17042320,17042339,-,Tier6_218,chr4:17042320-17042339(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr4,17042320,17042339,-,Tier6_218
chr4,18359979,18359996,+,Tier6_644,chr4:18359979-18359996(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr4,18359979,18359996,+,Tier6_644
chr4,18717154,18717174,-,Tier6_464,chr4:18717154-18717174(-),6,LOC105374510,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,18717154,18717174,-,Tier6_464
chr4,20139508,20139526,+,Tier6_383,chr4:20139508-20139526(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,20139508,20139526,+,Tier6_383
chr4,20675018,20675037,+,Tier6_294,chr4:20675018-20675037(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr4,20675018,20675037,+,Tier6_294
chr4,20781669,20781688,-,Tier3_272,chr4:20781669-20781688(-),6,KCNIP4,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.005,chr4,20781669,20781688,-,Tier3_272
chr4,24207052,24207070,-,Tier3_422,chr4:24207052-24207070(-),6,PPARGC1A,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr4,24207052,24207070,-,Tier3_422
chr4,27591312,27591331,-,Tier3_6,chr4:27591312-27591331(-),4,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.155,chr4,27591312,27591331,-,Tier3_6
chr4,27985124,27985141,-,Tier6_325,chr4:27985124-27985141(-),6,LOC105374552,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr4,27985124,27985141,-,Tier6_325
chr4,28299567,28299586,-,Tier6_130,chr4:28299567-28299586(-),6,LOC105374557,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr4,28299567,28299586,-,Tier6_130
chr4,28712432,28712449,-,Tier6_319,chr4:28712432-28712449(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr4,28712432,28712449,-,Tier6_319
chr4,29271196,29271215,+,Tier6_295,chr4:29271196-29271215(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr4,29271196,29271215,+,Tier6_295
chr4,29468994,29469012,+,Tier6_488,chr4:29468994-29469012(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,29468994,29469012,+,Tier6_488
chr4,30635942,30635961,+,Tier6_529,chr4:30635942-30635961(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr4,30635942,30635961,+,Tier6_529
chr4,30813292,30813311,+,Tier6_345,chr4:30813292-30813311(+),6,PCDH7,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr4,30813292,30813311,+,Tier6_345
chr4,31194161,31194180,+,Tier6_331,chr4:31194161-31194180(+),6,LINC02497,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr4,31194161,31194180,+,Tier6_331
chr4,31228064,31228083,-,Tier6_173,chr4:31228064-31228083(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr4,31228064,31228083,-,Tier6_173
chr4,36578879,36578899,+,Tier6_544,chr4:36578879-36578899(+),6,LINC02505,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr4,36578879,36578899,+,Tier6_544
chr4,45022702,45022720,-,Tier6_514,chr4:45022702-45022720(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,45022702,45022720,-,Tier6_514
chr4,49291891,49291910,+,Tier6_330,chr4:49291891-49291910(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,49291891,49291910,+,Tier6_330
chr4,49709326,49709345,+,Tier3_2,chr4:49709326-49709345(+),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.379,chr4,49709326,49709345,+,Tier3_2
chr4,49709780,49709799,+,Tier3_9,chr4:49709780-49709799(+),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.084,chr4,49709780,49709799,+,Tier3_9
chr4,49710189,49710208,+,Tier3_22,chr4:49710189-49710208(+),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.023,chr4,49710189,49710208,+,Tier3_22
chr4,51107379,51107398,+,Tier3_18,chr4:51107379-51107398(+),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.025,chr4,51107379,51107398,+,Tier3_18
chr4,52041460,52041479,+,Tier6_388,chr4:52041460-52041479(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,52041460,52041479,+,Tier6_388
chr4,52851113,52851132,+,Tier6_329,chr4:52851113-52851132(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,52851113,52851132,+,Tier6_329
chr4,58004526,58004545,-,Tier6_211,chr4:58004526-58004545(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr4,58004526,58004545,-,Tier6_211
chr4,58415345,58415362,-,Tier6_475,chr4:58415345-58415362(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,58415345,58415362,-,Tier6_475
chr4,59657752,59657771,+,Tier6_148,chr4:59657752-59657771(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr4,59657752,59657771,+,Tier6_148
chr4,66418403,66418421,-,Tier6_573,chr4:66418403-66418421(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr4,66418403,66418421,-,Tier6_573
chr4,68274543,68274563,+,Tier6_296,chr4:68274543-68274563(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr4,68274543,68274563,+,Tier6_296
chr4,68298820,68298838,+,Tier6_567,chr4:68298820-68298838(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr4,68298820,68298838,+,Tier6_567
chr4,73989362,73989379,-,Tier6_212,chr4:73989362-73989379(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr4,73989362,73989379,-,Tier6_212
chr4,94323103,94323122,-,Tier6_560,chr4:94323103-94323122(-),6,HPGDS,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.002,chr4,94323103,94323122,-,Tier6_560
chr4,97757502,97757522,-,Tier3_56,chr4:97757502-97757522(-),6,STPG2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.011,chr4,97757502,97757522,-,Tier3_56
chr4,111969599,111969618,-,Tier6_59,chr4:111969599-111969618(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.011,chr4,111969599,111969618,-,Tier6_59
chr4,116734168,116734187,+,Tier6_116,chr4:116734168-116734187(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr4,116734168,116734187,+,Tier6_116
chr4,119097030,119097049,-,Tier6_147,chr4:119097030-119097049(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr4,119097030,119097049,-,Tier6_147
chr4,130320103,130320121,+,Tier6_462,chr4:130320103-130320121(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,130320103,130320121,+,Tier6_462
chr4,131906084,131906103,-,Tier6_328,chr4:131906084-131906103(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,131906084,131906103,-,Tier6_328
chr4,133277195,133277214,-,Tier6_327,chr4:133277195-133277214(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,133277195,133277214,-,Tier6_327
chr4,133544551,133544570,+,Tier6_461,chr4:133544551-133544570(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,133544551,133544570,+,Tier6_461
chr4,134653099,134653118,+,Tier6_199,chr4:134653099-134653118(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr4,134653099,134653118,+,Tier6_199
chr4,135724881,135724900,-,Tier6_481,chr4:135724881-135724900(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr4,135724881,135724900,-,Tier6_481
chr4,136139816,136139835,+,Tier6_528,chr4:136139816-136139835(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr4,136139816,136139835,+,Tier6_528
