chr,start,stop,strand,Name,Location,Lev. Dist.,Gene,Annot.,Pool,MAR,Tier,Tier_Final,Site Type,Origin,Avg. % On-Target UMI,orig_chr,orig_start,orig_stop,orig_strand,orig_Name
chr19,20519609,20519628,-,Tier6_5578,chr19:20519609-20519628(-),6,LOC105372316,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,20519609,20519628,-,Tier6_5578
chr4,30820274,30820293,-,Tier6_5580,chr4:30820274-30820293(-),8,PCDH7,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr4,30820274,30820293,-,Tier6_5580
chr4,27629054,27629073,-,Tier6_5581,chr4:27629054-27629073(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,27629054,27629073,-,Tier6_5581
chr9,27829042,27829061,+,Tier6_5582,chr9:27829042-27829061(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr9,27829042,27829061,+,Tier6_5582
chr6,140474029,140474048,+,Tier6_5583,chr6:140474029-140474048(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr6,140474029,140474048,+,Tier6_5583
chr6,161294768,161294787,+,Tier6_5584,chr6:161294768-161294787(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr6,161294768,161294787,+,Tier6_5584
chr7,49749534,49749553,+,Tier6_5585,chr7:49749534-49749553(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr7,49749534,49749553,+,Tier6_5585
chr7,69486710,69486729,-,Tier6_5586,chr7:69486710-69486729(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr7,69486710,69486729,-,Tier6_5586
chr7,105948131,105948148,-,Tier6_5587,chr7:105948131-105948148(-),8,CDHR3,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr7,105948131,105948148,-,Tier6_5587
chr7,119297570,119297589,+,Tier6_5588,chr7:119297570-119297589(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr7,119297570,119297589,+,Tier6_5588
chr7,143436306,143436325,-,Tier6_5589,chr7:143436306-143436325(-),8,EPHA1-AS1,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr7,143436306,143436325,-,Tier6_5589
chr8,41427828,41427847,+,Tier6_5590,chr8:41427828-41427847(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr8,41427828,41427847,+,Tier6_5590
chr8,43237667,43237686,-,Tier6_5591,chr8:43237667-43237686(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr8,43237667,43237686,-,Tier6_5591
chr8,85774031,85774050,-,Tier6_5592,chr8:85774031-85774050(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr8,85774031,85774050,-,Tier6_5592
chr8,93234067,93234079,-,Tier6_5593,chr8:93234067-93234079(-),12,LOC105375643,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr8,93234067,93234079,-,Tier6_5593
chr8,110053796,110053815,+,Tier6_5594,chr8:110053796-110053815(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr8,110053796,110053815,+,Tier6_5594
chr8,127720190,127720209,+,Tier6_5595,chr8:127720190-127720209(+),8,CASC11,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr8,127720190,127720209,+,Tier6_5595
chr8,136111553,136111572,-,Tier6_5596,chr8:136111553-136111572(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr8,136111553,136111572,-,Tier6_5596
chr9,41234740,41234759,-,Tier6_5597,chr9:41234740-41234759(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr9,41234740,41234759,-,Tier6_5597
chr4,22562197,22562216,+,Tier6_5598,chr4:22562197-22562216(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,22562197,22562216,+,Tier6_5598
chr9,103743707,103743726,+,Tier6_5600,chr9:103743707-103743726(+),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr9,103743707,103743726,+,Tier6_5600
chr9,120204419,120204438,-,Tier6_5601,chr9:120204419-120204438(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr9,120204419,120204438,-,Tier6_5601
chrX,17997134,17997153,-,Tier6_5602,chrX:17997134-17997153(-),7,LINC01456,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chrX,17997134,17997153,-,Tier6_5602
chrX,50126813,50126832,-,Tier6_5603,chrX:50126813-50126832(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chrX,50126813,50126832,-,Tier6_5603
chr5,8330126,8330145,+,Tier6_5605,chr5:8330126-8330145(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr5,8330126,8330145,+,Tier6_5605
chr1,61701542,61701561,-,Tier6_5606,chr1:61701542-61701561(-),7,TM2D1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr1,61701542,61701561,-,Tier6_5606
chr1,76971362,76971442,+,Tier6_5607__Tier6_5608,chr1:76971362-76971381(+);chr1:76971423-76971442(+),7;8,ST6GALNAC5,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr1,76971362;76971423,76971381;76971442,+,Tier6_5607;Tier6_5608
chr1,102732046,102732065,+,Tier6_5609,chr1:102732046-102732065(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr1,102732046,102732065,+,Tier6_5609
chr1,125082238,125082257,+,Tier6_5610,chr1:125082238-125082257(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr1,125082238,125082257,+,Tier6_5610
chr1,156977147,156977166,+,Tier6_5611,chr1:156977147-156977166(+),8,ARHGEF11,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr1,156977147,156977166,+,Tier6_5611
chr1,175265577,175265596,-,Tier6_5612,chr1:175265577-175265596(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr1,175265577,175265596,-,Tier6_5612
chr6,110507366,110507385,-,Tier6_5613,chr6:110507366-110507385(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr6,110507366,110507385,-,Tier6_5613
chr6,88174044,88174063,-,Tier6_5614,chr6:88174044-88174063(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr6,88174044,88174063,-,Tier6_5614
chr6,35372293,35372312,+,Tier6_5615,chr6:35372293-35372312(+),9,PPARD,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr6,35372293,35372312,+,Tier6_5615
chr6,9553650,9553669,+,Tier6_5616,chr6:9553650-9553669(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr6,9553650,9553669,+,Tier6_5616
chr20,54861920,54861939,+,Tier6_5617,chr20:54861920-54861939(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,54861920,54861939,+,Tier6_5617
chr20,58176634,58176653,-,Tier6_5618,chr20:58176634-58176653(-),8,LOC105372694,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,58176634,58176653,-,Tier6_5618
chr21,10325784,10325805,-,Tier6_5619,chr21:10325784-10325805(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr21,10325784,10325805,-,Tier6_5619
chr22,11349244,11349262,+,Tier6_5620,chr22:11349244-11349262(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr22,11349244,11349262,+,Tier6_5620
chr22,12176018,12176037,-,Tier6_5621,chr22:12176018-12176037(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr22,12176018,12176037,-,Tier6_5621
chr22,18896122,18896141,-,Tier6_5622,chr22:18896122-18896141(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr22,18896122,18896141,-,Tier6_5622
chr3,12001096,12001115,-,Tier6_5623,chr3:12001096-12001115(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,12001096,12001115,-,Tier6_5623
chr3,23609624,23609643,-,Tier6_5624,chr3:23609624-23609643(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,23609624,23609643,-,Tier6_5624
chr3,39375298,39375317,-,Tier6_5625,chr3:39375298-39375317(-),7,LOC105377644,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,39375298,39375317,-,Tier6_5625
chr3,130757169,130757188,-,Tier6_5626,chr3:130757169-130757188(-),9,LOC107986023,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,130757169,130757188,-,Tier6_5626
chr4,14136632,14136650,+,Tier6_5628,chr4:14136632-14136650(+),8,LINC01085,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr4,14136632,14136650,+,Tier6_5628
chr4,22943461,22943480,-,Tier6_5629,chr4:22943461-22943480(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,22943461,22943480,-,Tier6_5629
chr4,26504687,26504706,+,Tier6_5630,chr4:26504687-26504706(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,26504687,26504706,+,Tier6_5630
chr4,30186450,30186469,-,Tier6_5631,chr4:30186450-30186469(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,30186450,30186469,-,Tier6_5631
chr4,30840907,30840926,-,Tier6_5632,chr4:30840907-30840926(-),9,PCDH7,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr4,30840907,30840926,-,Tier6_5632
chr4,51802216,51802235,+,Tier6_5633,chr4:51802216-51802235(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,51802216,51802235,+,Tier6_5633
chr4,52267570,52267589,-,Tier6_5634,chr4:52267570-52267589(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,52267570,52267589,-,Tier6_5634
chr4,59802295,59802314,-,Tier6_5635,chr4:59802295-59802314(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,59802295,59802314,-,Tier6_5635
chr4,137732107,137732124,-,Tier6_5636,chr4:137732107-137732124(-),10,LOC105377444,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,137732107,137732124,-,Tier6_5636
chr4,170743036,170743055,+,Tier6_5637,chr4:170743036-170743055(+),7,LINC02382,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr4,170743036,170743055,+,Tier6_5637
chr5,3983431,3983450,-,Tier6_5638,chr5:3983431-3983450(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr5,3983431,3983450,-,Tier6_5638
chr5,8763223,8763242,-,Tier6_5639,chr5:8763223-8763242(-),9,LOC101929307,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr5,8763223,8763242,-,Tier6_5639
chr5,16937187,16937206,-,Tier6_5640,chr5:16937187-16937206(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr5,16937187,16937206,-,Tier6_5640
chr5,17214157,17214176,+,Tier6_5641,chr5:17214157-17214176(+),8,BASP1-AS1,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr5,17214157,17214176,+,Tier6_5641
chr5,39682076,39682091,-,Tier6_5642,chr5:39682076-39682091(-),11,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr5,39682076,39682091,-,Tier6_5642
chr5,86695008,86695027,+,Tier6_5643,chr5:86695008-86695027(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr5,86695008,86695027,+,Tier6_5643
chr5,117225058,117225077,+,Tier6_5644,chr5:117225058-117225077(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr5,117225058,117225077,+,Tier6_5644
chr5,131890917,131890936,-,Tier6_5645,chr5:131890917-131890936(-),7,MEIKIN,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr5,131890917,131890936,-,Tier6_5645
chr1,238538979,238538998,+,Tier6_5646,chr1:238538979-238538998(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr1,238538979,238538998,+,Tier6_5646
chr1,241935742,241935761,+,Tier6_5647,chr1:241935742-241935761(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr1,241935742,241935761,+,Tier6_5647
chr10,8831894,8831912,-,Tier6_5648,chr10:8831894-8831912(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr10,8831894,8831912,-,Tier6_5648
chr2,89762982,89762998,+,Tier6_5649,chr2:89762982-89762998(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,89762982,89762998,+,Tier6_5649
chr2,117987064,117987083,+,Tier6_5650,chr2:117987064-117987083(+),9,CCDC93,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr2,117987064,117987083,+,Tier6_5650
chr2,122763605,122763623,+,Tier6_5651,chr2:122763605-122763623(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,122763605,122763623,+,Tier6_5651
chr2,146516648,146516667,-,Tier6_5652,chr2:146516648-146516667(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,146516648,146516667,-,Tier6_5652
chr2,158926186,158926205,+,Tier6_5653,chr2:158926186-158926205(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,158926186,158926205,+,Tier6_5653
chr2,160986650,160986663,+,Tier6_5654,chr2:160986650-160986663(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,160986650,160986663,+,Tier6_5654
chr2,206220795,206220814,-,Tier6_5655,chr2:206220795-206220814(-),9,GPR1-AS,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,206220795,206220814,-,Tier6_5655
chr2,216255004,216255023,-,Tier6_5656,chr2:216255004-216255023(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,216255004,216255023,-,Tier6_5656
chr2,218056359,218056378,+,Tier6_5657,chr2:218056359-218056378(+),9,RUFY4,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr2,218056359,218056378,+,Tier6_5657
chr20,23327145,23327164,-,Tier6_5659,chr20:23327145-23327164(-),8,NXT1-AS1,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,23327145,23327164,-,Tier6_5659
chr20,25189638,25189657,-,Tier6_5660,chr20:25189638-25189657(-),8,LOC101926889,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr20,25189638,25189657,-,Tier6_5660
chr20,29360901,29360920,-,Tier6_5662,chr20:29360901-29360920(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,29360901,29360920,-,Tier6_5662
chr20,29632757,29632776,+,Tier6_5663,chr20:29632757-29632776(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,29632757,29632776,+,Tier6_5663
chr20,57048199,57048218,-,Tier6_5664,chr20:57048199-57048218(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr20,57048199,57048218,-,Tier6_5664
chr21,8420724,8420739,-,Tier6_5665,chr21:8420724-8420739(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr21,8420724,8420739,-,Tier6_5665
chr21,8876839,8876858,+,Tier6_5666,chr21:8876839-8876858(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr21,8876839,8876858,+,Tier6_5666
chr21,9129853,9129872,-,Tier6_5667,chr21:9129853-9129872(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr21,9129853,9129872,-,Tier6_5667
chr21,10737423,10737442,-,Tier6_5668,chr21:10737423-10737442(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr21,10737423,10737442,-,Tier6_5668
chr21,27361766,27361785,+,Tier6_5669,chr21:27361766-27361785(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr21,27361766,27361785,+,Tier6_5669
chr3,5091650,5091669,+,Tier6_5670,chr3:5091650-5091669(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,5091650,5091669,+,Tier6_5670
chr3,117207174,117207193,+,Tier6_5671,chr3:117207174-117207193(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,117207174,117207193,+,Tier6_5671
chr3,132540030,132540049,-,Tier6_5672,chr3:132540030-132540049(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr3,132540030,132540049,-,Tier6_5672
chr4,563786,563805,-,Tier6_5673,chr4:563786-563805(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,563786,563805,-,Tier6_5673
chr4,10777597,10777616,+,Tier6_5674,chr4:10777597-10777616(+),8,LINC02498,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,10777597,10777616,+,Tier6_5674
chr4,14916361,14916380,-,Tier6_5675,chr4:14916361-14916380(-),8,CPEB2-DT,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,14916361,14916380,-,Tier6_5675
chr4,17228398,17228417,+,Tier6_5676,chr4:17228398-17228417(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,17228398,17228417,+,Tier6_5676
chr4,17829470,17829489,-,Tier6_5677,chr4:17829470-17829489(-),8,NCAPG,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr4,17829470,17829489,-,Tier6_5677
chr4,18897198,18897216,+,Tier6_5678,chr4:18897198-18897216(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr4,18897198,18897216,+,Tier6_5678
chr2,104016740,104016759,+,Tier6_5679,chr2:104016740-104016759(+),8,LINC01965,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,104016740,104016759,+,Tier6_5679
chr2,34664469,34664488,-,Tier6_5680,chr2:34664469-34664488(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,34664469,34664488,-,Tier6_5680
chr10,16055020,16055039,-,Tier6_5681,chr10:16055020-16055039(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr10,16055020,16055039,-,Tier6_5681
chr19,30486630,30486649,+,Tier6_5682,chr19:30486630-30486649(+),9,ZNF536,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr19,30486630,30486649,+,Tier6_5682
chr10,23464019,23464038,-,Tier6_5683,chr10:23464019-23464038(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr10,23464019,23464038,-,Tier6_5683
chr10,57058526,57058545,-,Tier6_5685,chr10:57058526-57058545(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr10,57058526,57058545,-,Tier6_5685
chr10,65392332,65392351,+,Tier6_5686,chr10:65392332-65392351(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr10,65392332,65392351,+,Tier6_5686
chr10,109635268,109635287,-,Tier6_5687,chr10:109635268-109635287(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr10,109635268,109635287,-,Tier6_5687
chr11,29519088,29519107,-,Tier6_5688,chr11:29519088-29519107(-),6,LINC02755,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr11,29519088,29519107,-,Tier6_5688
chr11,49395675,49395694,+,Tier6_5689,chr11:49395675-49395694(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr11,49395675,49395694,+,Tier6_5689
chr11,49631222,49631240,+,Tier6_5690,chr11:49631222-49631240(+),6,GRM5P1,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr11,49631222,49631240,+,Tier6_5690
chr11,68999962,68999979,-,Tier6_5691,chr11:68999962-68999979(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr11,68999962,68999979,-,Tier6_5691
chr12,55064413,55064432,-,Tier6_5692,chr12:55064413-55064432(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr12,55064413,55064432,-,Tier6_5692
chr12,83177831,83177850,-,Tier6_5693,chr12:83177831-83177850(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr12,83177831,83177850,-,Tier6_5693
chr12,89818956,89818975,-,Tier6_5694,chr12:89818956-89818975(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr12,89818956,89818975,-,Tier6_5694
chr12,91221307,91221326,+,Tier6_5695,chr12:91221307-91221326(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr12,91221307,91221326,+,Tier6_5695
chr12,94132988,94133006,+,Tier6_5696,chr12:94132988-94133006(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr12,94132988,94133006,+,Tier6_5696
chr13,34318634,34318651,+,Tier6_5697,chr13:34318634-34318651(+),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr13,34318634,34318651,+,Tier6_5697
chr13,36841770,36841789,+,Tier6_5698,chr13:36841770-36841789(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr13,36841770,36841789,+,Tier6_5698
chr14,32013265,32013284,+,Tier6_5699,chr14:32013265-32013284(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr14,32013265,32013284,+,Tier6_5699
chr16,77632584,77632603,+,Tier6_5701,chr16:77632584-77632603(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr16,77632584,77632603,+,Tier6_5701
chr17,15049261,15049280,-,Tier6_5702,chr17:15049261-15049280(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr17,15049261,15049280,-,Tier6_5702
chr18,60376782,60376801,+,Tier6_5705,chr18:60376782-60376801(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr18,60376782,60376801,+,Tier6_5705
chr18,67060780,67060799,-,Tier6_5706,chr18:67060780-67060799(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr18,67060780,67060799,-,Tier6_5706
chr19,23580045,23580064,-,Tier6_5707,chr19:23580045-23580064(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,23580045,23580064,-,Tier6_5707
chr19,28132479,28132498,+,Tier6_5708,chr19:28132479-28132498(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,28132479,28132498,+,Tier6_5708
chr19,28210204,28210223,+,Tier6_5709,chr19:28210204-28210223(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,28210204,28210223,+,Tier6_5709
chr19,28488637,28488656,-,Tier6_5710,chr19:28488637-28488656(-),8,LOC100420587,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,28488637,28488656,-,Tier6_5710
chr19,28753717,28753734,-,Tier6_5711,chr19:28753717-28753734(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,28753717,28753734,-,Tier6_5711
chr16,74262323,74262342,-,Tier6_5712,chr16:74262323-74262342(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr16,74262323,74262342,-,Tier6_5712
chr11,30026325,30026344,+,Tier6_5713,chr11:30026325-30026344(+),8,LOC107984321,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr11,30026325,30026344,+,Tier6_5713
chr1,16620608,16620619,+,Tier3_5714,chr1:16620608-16620619(+),11,CROCCP2,Exon,NONE,Low,3,3,OFF,UNCOVERseq,0.004,chr1,16620608,16620619,+,Tier3_5714
chr6,168597151,168597170,+,Tier3_5715,chr6:168597151-168597170(+),9,SMOC2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr6,168597151,168597170,+,Tier3_5715
chr8,32162725,32162744,-,Tier3_5716,chr8:32162725-32162744(-),8,NRG1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr8,32162725,32162744,-,Tier3_5716
chr8,19513455,19513474,-,Tier3_5717,chr8:19513455-19513474(-),8,CSGALNACT1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr8,19513455,19513474,-,Tier3_5717
chr7,153067135,153067154,+,Tier3_5718,chr7:153067135-153067154(+),8,ACTR3B,Other,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr7,153067135,153067154,+,Tier3_5718
chr7,140111863,140111877,+,Tier3_5719,chr7:140111863-140111877(+),10,KDM7A,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr7,140111863,140111877,+,Tier3_5719
chr7,93131612,93131631,-,Tier3_5720,chr7:93131612-93131631(-),8,SAMD9L,Exon,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr7,93131612,93131631,-,Tier3_5720
chr7,82361276,82361295,+,Tier3_5721,chr7:82361276-82361295(+),8,CACNA2D1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr7,82361276,82361295,+,Tier3_5721
chr7,71827392,71827411,+,Tier3_5722,chr7:71827392-71827411(+),8,CALN1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr7,71827392,71827411,+,Tier3_5722
chr7,70643259,70643278,+,Tier3_5723,chr7:70643259-70643278(+),9,AUTS2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr7,70643259,70643278,+,Tier3_5723
chr7,55088186,55088205,+,Tier3_5724,chr7:55088186-55088205(+),8,EGFR,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr7,55088186,55088205,+,Tier3_5724
chr7,32358422,32358441,+,Tier3_5725,chr7:32358422-32358441(+),8,PDE1C,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr7,32358422,32358441,+,Tier3_5725
chr7,11782247,11782266,-,Tier3_5726,chr7:11782247-11782266(-),8,THSD7A,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr7,11782247,11782266,-,Tier3_5726
chr6,161738086,161738105,+,Tier3_5727,chr6:161738086-161738105(+),7,PRKN,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr6,161738086,161738105,+,Tier3_5727
chr8,92071480,92071499,+,Tier3_5728,chr8:92071480-92071499(+),8,RUNX1T1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr8,92071480,92071499,+,Tier3_5728
chr6,147790943,147790962,-,Tier3_5729,chr6:147790943-147790962(-),7,SAMD5,Other,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr6,147790943,147790962,-,Tier3_5729
chr6,136596191,136596210,+,Tier3_5730,chr6:136596191-136596210(+),7,MAP3K5,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr6,136596191,136596210,+,Tier3_5730
chr6,124755372,124755391,-,Tier3_5731,chr6:124755372-124755391(-),8,NKAIN2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr6,124755372,124755391,-,Tier3_5731
